constellation,no_of_satellites,no_of_launches,climate_change_baseline_kg,climate_change_worst_case_kg,ozone_depletion_baseline_kg,ozone_depletion_worst_case_kg,resource_depletion_kg,freshwater_toxicity_m3,human_toxicity,subscribers,subscriber_scenario,impact_category,rocket_detailed,scenario,status,representative_of,rocket_type,annual_baseline_emission_kg,annual_worst_case_emission_kg
kuiper,3236,90,257114859.20999998,257114859.20999998,29.559306420000002,29.559306420000002,1783.9297107000002,1541168850.6,74.70619758,3500000,subscribers_high,propellant_production,unknown_hyc,scenario3,scenario,Representative,hydrocarbon,51422971.84199999,51422971.84199999
geo_generic,19,19,54279803.610999994,54279803.610999994,6.240298022,6.240298022,376.60738337000004,325357868.46,15.771308377999999,3500000,subscribers_high,propellant_production,unknown_hyc,scenario3,scenario,Representative,hydrocarbon,3618653.5740666664,3618653.5740666664
starlink,4425,127,710563846.459,710563846.459,63.426722905000005,63.426722905000005,35275.1345677,4692524738.63,308.854726968,4500000,subscribers_high,propellant_scheduling,falcon9,scenario1,Historical,Modeled,hydrocarbon,142112769.2918,142112769.2918
oneweb,394,14,45126626.762,45126626.762,4.029880414,4.029880414,2236.8597720000002,297776364.76,19.593739746,1000000,subscribers_high,propellant_scheduling,soyuz,scenario1,Historical,Modeled,hydrocarbon,9025325.352400001,9025325.352400001
oneweb,180,5,27974954.585,27974954.585,2.497115075,2.497115075,1388.7848255,184745068.45,12.15963492,1000000,subscribers_high,propellant_scheduling,falcon9,scenario1,Historical,Modeled,hydrocarbon,5594990.917,5594990.917
oneweb,72,2,17968550.672,17968550.672,1.507855192,1.507855192,1020.4042362,123876848.06,8.36221676,1000000,subscribers_high,propellant_scheduling,lvm3_hydrogen,scenario1,Historical,Representative,hydrogen,3593710.1344,3593710.1344
kuiper,648,18,161716956.04799998,161716956.04799998,13.570696728000001,13.570696728000001,9183.6381258,1114891632.54,75.25995084,3500000,subscribers_high,propellant_scheduling,ariane_6_hydrogen,scenario1,scenario,Representative,hydrogen,32343391.209599994,32343391.209599994
kuiper,972,27,119047338.9,119047338.9,10.628166816,10.628166816,5906.6909505,1672337448.81,51.724977597,3500000,subscribers_high,propellant_scheduling,glenn_hydrocarbon,scenario1,scenario,Representative,hydrocarbon,23809467.78,23809467.78
kuiper,1368,38,167548106.6,167548106.6,14.958160703999999,14.958160703999999,8313.120597000001,2353660113.14,72.798116618,3500000,subscribers_high,propellant_scheduling,vulcan_hydrocarbon,scenario1,scenario,Representative,hydrocarbon,33509621.32,33509621.32
kuiper,108,3,16784972.751000002,16784972.751000002,1.498269045,1.498269045,833.2708953,110847041.07,7.295780951999999,3500000,subscribers_high,propellant_scheduling,falcon9,scenario1,scenario,Representative,hydrocarbon,3356994.5502000004,3356994.5502000004
kuiper,72,2,8818321.4,8818321.4,0.787271616,0.787271616,437.532663,123876848.06,3.831479822,3500000,subscribers_high,propellant_scheduling,unknown_hydrocarbon,scenario1,scenario,Representative,hydrocarbon,1763664.28,1763664.28
kuiper,72,2,17968550.672,17968550.672,1.507855192,1.507855192,1020.4042362,123876848.06,8.36221676,3500000,subscribers_high,propellant_scheduling,unknown_hydrogen,scenario1,scenario,Representative,hydrogen,3593710.1344,3593710.1344
geo_generic,10,10,44091607.0,44091607.0,3.9363580799999998,3.9363580799999998,2187.6633150000002,619384240.3,19.15739911,3500000,subscribers_high,propellant_scheduling,unknown_hydrocarbon,scenario1,scenario,Representative,hydrocarbon,2939440.466666667,2939440.466666667
geo_generic,9,9,80858478.02399999,80858478.02399999,6.785348364000001,6.785348364000001,4591.8190629,557445816.27,37.62997542,3500000,subscribers_high,propellant_scheduling,unknown_hydrogen,scenario1,scenario,Representative,hydrogen,5390565.201599999,5390565.201599999
starlink,4425,127,1141002967.672,1141002967.672,95.74880469200001,95.74880469200001,64795.6689987,7866179851.81,531.0007642600001,4500000,subscribers_high,propellant_scheduling,unknown_hyg,scenario2,scenario,Representative,hydrogen,228200593.5344,228200593.5344
oneweb,648,21,188669782.056,188669782.056,15.832479516000001,15.832479516000001,10714.2444801,1300706904.63,87.80327598000001,1000000,subscribers_high,propellant_scheduling,unknown_hyg,scenario2,scenario,Representative,hydrogen,37733956.4112,37733956.4112
kuiper,3236,90,808584780.2399999,808584780.2399999,67.85348364000001,67.85348364000001,45918.190629000004,5574458162.7,376.29975420000005,3500000,subscribers_high,propellant_scheduling,unknown_hyg,scenario2,scenario,Representative,hydrogen,161716956.04799998,161716956.04799998
geo_generic,19,19,170701231.38399997,170701231.38399997,14.324624324,14.324624324,9693.8402439,1176830056.57,79.44105922000001,3500000,subscribers_high,propellant_scheduling,unknown_hyg,scenario2,scenario,Representative,hydrogen,11380082.092266666,11380082.092266666
starlink,4425,127,559963408.9,559963408.9,49.991747616,49.991747616,27783.3241005,7866179851.81,243.298968697,4500000,subscribers_high,propellant_scheduling,unknown_hyc,scenario3,scenario,Representative,hydrocarbon,111992681.78,111992681.78
oneweb,648,21,92592374.7,92592374.7,8.266351967999999,8.266351967999999,4594.0929615000005,1300706904.63,40.230538130999996,1000000,subscribers_high,propellant_scheduling,unknown_hyc,scenario3,scenario,Representative,hydrocarbon,18518474.94,18518474.94
kuiper,3236,90,396824463.0,396824463.0,35.427222719999996,35.427222719999996,19688.969835,5574458162.7,172.41659199,3500000,subscribers_high,propellant_scheduling,unknown_hyc,scenario3,scenario,Representative,hydrocarbon,79364892.6,79364892.6
geo_generic,19,19,83774053.3,83774053.3,7.4790803519999995,7.4790803519999995,4156.5602985000005,1176830056.57,36.399058309,3500000,subscribers_high,propellant_scheduling,unknown_hyc,scenario3,scenario,Representative,hydrocarbon,5584936.886666667,5584936.886666667
starlink,4425,127,2187032.06357,2187032.06357,0.45317206800000004,0.45317206800000004,106.28269828,6041542.83434,0.605368868,4500000,subscribers_high,launcher_transportation,falcon9,scenario1,Historical,Modeled,hydrocarbon,437406.41271400003,437406.41271400003
oneweb,394,14,60600.453312,60600.453312,0.018753714,0.018753714,2.218910036,321042.94138,0.036125222,1000000,subscribers_high,launcher_transportation,soyuz,scenario1,Historical,Modeled,hydrocarbon,12120.0906624,12120.0906624
oneweb,180,5,86103.62455000001,86103.62455000001,0.01784142,0.01784142,4.1843582,237856.0171,0.02383342,1000000,subscribers_high,launcher_transportation,falcon9,scenario1,Historical,Modeled,hydrocarbon,17220.72491,17220.72491
oneweb,72,2,22086.37364,22086.37364,0.003785602,0.003785602,0.389573824,34683.75558,0.003307852,1000000,subscribers_high,launcher_transportation,lvm3_hydrogen,scenario1,Historical,Representative,hydrogen,4417.274728,4417.274728
kuiper,648,18,198777.36276000002,198777.36276000002,0.034070418,0.034070418,3.5061644160000003,312153.80022,0.029770668,3500000,subscribers_high,launcher_transportation,ariane_6_hydrogen,scenario1,scenario,Representative,hydrogen,39755.47255200001,39755.47255200001
kuiper,972,27,290915.93772000005,290915.93772000005,0.066255786,0.066255786,13.437430389,468230.70032999996,0.099185283,3500000,subscribers_high,launcher_transportation,glenn_hydrocarbon,scenario1,scenario,Representative,hydrocarbon,58183.18754400001,58183.18754400001
kuiper,1368,38,409437.24568000005,409437.24568000005,0.09324888399999999,0.09324888399999999,18.911939066,658991.35602,0.139594102,3500000,subscribers_high,launcher_transportation,vulcan_hydrocarbon,scenario1,scenario,Representative,hydrocarbon,81887.44913600001,81887.44913600001
kuiper,108,3,51662.17473,51662.17473,0.010704852,0.010704852,2.51061492,142713.61026,0.014300052,3500000,subscribers_high,launcher_transportation,falcon9,scenario1,scenario,Representative,hydrocarbon,10332.434946,10332.434946
kuiper,72,2,21549.32872,21549.32872,0.004907836,0.004907836,0.995365214,34683.75558,0.007347058,3500000,subscribers_high,launcher_transportation,unknown_hydrocarbon,scenario1,scenario,Representative,hydrocarbon,4309.865744000001,4309.865744000001
kuiper,72,2,22086.37364,22086.37364,0.003785602,0.003785602,0.389573824,34683.75558,0.003307852,3500000,subscribers_high,launcher_transportation,unknown_hydrogen,scenario1,scenario,Representative,hydrogen,4417.274728,4417.274728
geo_generic,10,10,107746.64360000001,107746.64360000001,0.024539179999999997,0.024539179999999997,4.9768260699999995,173418.7779,0.036735290000000004,3500000,subscribers_high,launcher_transportation,unknown_hydrocarbon,scenario1,scenario,Representative,hydrocarbon,7183.109573333334,7183.109573333334
geo_generic,9,9,99388.68138000001,99388.68138000001,0.017035209,0.017035209,1.7530822080000001,156076.90011,0.014885334,3500000,subscribers_high,launcher_transportation,unknown_hydrogen,scenario1,scenario,Representative,hydrogen,6625.9120920000005,6625.9120920000005
starlink,4425,127,1402484.7261400002,1402484.7261400002,0.240385727,0.240385727,24.737937824,2202418.47933,0.210048602,4500000,subscribers_high,launcher_transportation,unknown_hyg,scenario2,scenario,Representative,hydrogen,280496.94522800006,280496.94522800006
oneweb,648,21,231906.92322000003,231906.92322000003,0.039748821,0.039748821,4.0905251520000006,364179.43359,0.034732446,1000000,subscribers_high,launcher_transportation,unknown_hyg,scenario2,scenario,Representative,hydrogen,46381.384644000005,46381.384644000005
kuiper,3236,90,993886.8138000001,993886.8138000001,0.17035208999999998,0.17035208999999998,17.53082208,1560769.0011,0.14885334,3500000,subscribers_high,launcher_transportation,unknown_hyg,scenario2,scenario,Representative,hydrogen,198777.36276000002,198777.36276000002
geo_generic,19,19,209820.54958000002,209820.54958000002,0.035963219,0.035963219,3.700951328,329495.67801,0.031424594,3500000,subscribers_high,launcher_transportation,unknown_hyg,scenario2,scenario,Representative,hydrogen,13988.036638666668,13988.036638666668
starlink,4425,127,1368382.37372,1368382.37372,0.311647586,0.311647586,63.205691089,2202418.47933,0.466538183,4500000,subscribers_high,launcher_transportation,unknown_hyc,scenario3,scenario,Representative,hydrocarbon,273676.474744,273676.474744
oneweb,648,21,226267.95156000002,226267.95156000002,0.051532277999999994,0.051532277999999994,10.451334747,364179.43359,0.077144109,1000000,subscribers_high,launcher_transportation,unknown_hyc,scenario3,scenario,Representative,hydrocarbon,45253.590312,45253.590312
kuiper,3236,90,969719.7924,969719.7924,0.22085261999999997,0.22085261999999997,44.79143463,1560769.0011,0.33061761,3500000,subscribers_high,launcher_transportation,unknown_hyc,scenario3,scenario,Representative,hydrocarbon,193943.95848,193943.95848
geo_generic,19,19,204718.62284000003,204718.62284000003,0.046624441999999995,0.046624441999999995,9.455969533,329495.67801,0.069797051,3500000,subscribers_high,launcher_transportation,unknown_hyc,scenario3,scenario,Representative,hydrocarbon,13647.908189333335,13647.908189333335
starlink,4425,127,719652706.234,719652706.234,98.789541435,98.789541435,4219.7032674600005,2372791396.14,215.374393736,4500000,subscribers_high,launch_campaign,falcon9,scenario1,Historical,Modeled,hydrocarbon,143930541.2468,143930541.2468
oneweb,394,14,79331794.388,79331794.388,10.890185670000001,10.890185670000001,465.16413972,261567555.48000002,23.742059152000003,1000000,subscribers_high,launch_campaign,soyuz,scenario1,Historical,Modeled,hydrocarbon,15866358.8776,15866358.8776
oneweb,180,5,28332783.709999997,28332783.709999997,3.889352025,3.889352025,166.13004990000002,93416984.1,8.47930684,1000000,subscribers_high,launch_campaign,falcon9,scenario1,Historical,Modeled,hydrocarbon,5666556.742,5666556.742
oneweb,72,2,11333113.484,11333113.484,1.55574081,1.55574081,66.45201996,37366793.64,3.391722736,1000000,subscribers_high,launch_campaign,lvm3_hydrogen,scenario1,Historical,Representative,hydrogen,2266622.6968,2266622.6968
kuiper,648,18,101998021.35599999,101998021.35599999,14.00166729,14.00166729,598.06817964,336301142.76,30.525504624,3500000,subscribers_high,launch_campaign,ariane_6_hydrogen,scenario1,scenario,Representative,hydrogen,20399604.271199998,20399604.271199998
kuiper,972,27,152997032.03399998,152997032.03399998,21.002500935,21.002500935,897.10226946,504451714.14,45.788256936,3500000,subscribers_high,launch_campaign,glenn_hydrocarbon,scenario1,scenario,Representative,hydrocarbon,30599406.406799994,30599406.406799994
kuiper,1368,38,215329156.19599998,215329156.19599998,29.55907539,29.55907539,1262.58837924,709969079.16,64.442731984,3500000,subscribers_high,launch_campaign,vulcan_hydrocarbon,scenario1,scenario,Representative,hydrocarbon,43065831.239199996,43065831.239199996
kuiper,108,3,16999670.226,16999670.226,2.3336112150000003,2.3336112150000003,99.67802994,56050190.46,5.087584104,3500000,subscribers_high,launch_campaign,falcon9,scenario1,scenario,Representative,hydrocarbon,3399934.0452,3399934.0452
kuiper,72,2,11333113.484,11333113.484,1.55574081,1.55574081,66.45201996,37366793.64,3.391722736,3500000,subscribers_high,launch_campaign,unknown_hydrocarbon,scenario1,scenario,Representative,hydrocarbon,2266622.6968,2266622.6968
kuiper,72,2,11333113.484,11333113.484,1.55574081,1.55574081,66.45201996,37366793.64,3.391722736,3500000,subscribers_high,launch_campaign,unknown_hydrogen,scenario1,scenario,Representative,hydrogen,2266622.6968,2266622.6968
geo_generic,10,10,56665567.419999994,56665567.419999994,7.77870405,7.77870405,332.26009980000003,186833968.2,16.95861368,3500000,subscribers_high,launch_campaign,unknown_hydrocarbon,scenario1,scenario,Representative,hydrocarbon,3777704.4946666663,3777704.4946666663
geo_generic,9,9,50999010.677999996,50999010.677999996,7.000833645,7.000833645,299.03408982,168150571.38,15.262752312,3500000,subscribers_high,launch_campaign,unknown_hydrogen,scenario1,scenario,Representative,hydrogen,3399934.0451999996,3399934.0451999996
starlink,4425,127,719652706.234,719652706.234,98.789541435,98.789541435,4219.7032674600005,2372791396.14,215.374393736,4500000,subscribers_high,launch_campaign,unknown_hyg,scenario2,scenario,Representative,hydrogen,143930541.2468,143930541.2468
oneweb,648,21,118997691.58199999,118997691.58199999,16.335278505,16.335278505,697.74620958,392351333.22,35.613088728,1000000,subscribers_high,launch_campaign,unknown_hyg,scenario2,scenario,Representative,hydrogen,23799538.3164,23799538.3164
kuiper,3236,90,509990106.78,509990106.78,70.00833645,70.00833645,2990.3408982,1681505713.8,152.62752312,3500000,subscribers_high,launch_campaign,unknown_hyg,scenario2,scenario,Representative,hydrogen,101998021.35599999,101998021.35599999
geo_generic,19,19,107664578.09799999,107664578.09799999,14.779537695,14.779537695,631.29418962,354984539.58,32.221365992,3500000,subscribers_high,launch_campaign,unknown_hyg,scenario2,scenario,Representative,hydrogen,7177638.539866666,7177638.539866666
starlink,4425,127,719652706.234,719652706.234,98.789541435,98.789541435,4219.7032674600005,2372791396.14,215.374393736,4500000,subscribers_high,launch_campaign,unknown_hyc,scenario3,scenario,Representative,hydrocarbon,143930541.2468,143930541.2468
oneweb,648,21,118997691.58199999,118997691.58199999,16.335278505,16.335278505,697.74620958,392351333.22,35.613088728,1000000,subscribers_high,launch_campaign,unknown_hyc,scenario3,scenario,Representative,hydrocarbon,23799538.3164,23799538.3164
kuiper,3236,90,509990106.78,509990106.78,70.00833645,70.00833645,2990.3408982,1681505713.8,152.62752312,3500000,subscribers_high,launch_campaign,unknown_hyc,scenario3,scenario,Representative,hydrocarbon,101998021.35599999,101998021.35599999
geo_generic,19,19,107664578.09799999,107664578.09799999,14.779537695,14.779537695,631.29418962,354984539.58,32.221365992,3500000,subscribers_high,launch_campaign,unknown_hyc,scenario3,scenario,Representative,hydrocarbon,7177638.539866666,7177638.539866666
